order_number,item_purchased,price,quantity,category,mode of payment,seller_name,placed_on,shipped_on,delivered_on,courier,location,discount_type,free_shipping,refund_status,refund_reason
896171059411266,Air contioner cleaner spray,139.44,2,Car maintenace,Cash on Delivery,Goyota,9/17/2024,9/16/2024,9/17/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,No,N/A,N/A
895340853811266,Double headed eyebrow pencil,53.07,1,Personal use,Paylater,MZ aidizai,9/16/2024,9/17/2024,9/18/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895340853811266,Eyebrow gel cream,64.67,1,Personal use,Paylater,MZ aidizai,9/16/2024,9/17/2024,9/18/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895340853811266,Zudaifu Natural chinese herb cream,88.38,2,Personal use,Paylater,MZ aidizai,9/16/2024,9/17/2024,9/18/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895164487311266,GYm fitness shorts,487.90,5,Others,Credit Card,PIRMA,9/14/2024,9/15/2024,9/16/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
901551337611266,Aquarium Regular siphon pump,37.90,1,Pet Care,Credit Card,CARTOYOU,9/14/2024,9/14/2024,9/15/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
901551337611266,High-end microfiber,73.63,1,Car maintenace,Credit Card,CARTOYOU,9/14/2024,9/14/2024,9/15/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
901551337611266,Emergency car extinguisher,73.45,1,Car maintenace,Credit Card,CARTOYOU,9/13/2024,9/14/2024,9/15/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895120466111266,Car one button deodorant air spray,67.48,1,Car maintenace,Credit Card,Motus Motors,9/13/2024,9/15/2024,9/16/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
895120466111266,Buffing polishing pads,75.19,1,Car maintenace,Credit Card,Motus Motors,9/13/2024,9/15/2024,9/16/2024,N/A,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Missing items
895120466111266,Wash glove  anti scratch for car,17.35,1,Car maintenace,Credit Card,Motus Motors,9/13/2024,9/15/2024,9/16/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
895120466111266,2PCS of automotive reversing mirror,34.70,1,Car maintenace,Credit Card,Motus Motors,9/13/2024,9/15/2024,9/16/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
895120466111266,Car rubber refurbished wipes,26.99,1,Car maintenace,Credit Card,Motus Motors,9/13/2024,9/15/2024,9/16/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
895120465811266,Honeymoon glow lipstick,479.00,1,Others,Credit Card,Happy Skin,9/13/2024,9/14/2024,9/15/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
895120465811266,It girl,272.52,1,Personal use,Credit Card,Happy Skin,9/13/2024,9/14/2024,9/15/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
895120466711266,Riverss Compound super finish,286.44,1,Car maintenace,Credit Card,Rivers,9/13/2024,9/16/2024,9/17/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
895120466711266,Paint correction compound,284.34,1,Car maintenace,Credit Card,Rivers,9/13/2024,9/16/2024,9/17/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
895120466711266,Graphene Wax,299.50,1,Car maintenace,Credit Card,Rivers,9/13/2024,9/16/2024,9/17/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
892844494911266,Epilator Women,389.42,1,Personal use,Credit Card,Kemei Official-Philippines,9/13/2024,9/10/2024,9/11/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
892532011811266,Bedsheets 3in1 single bed,128.00,1,House Maintenace,Credit Card,ELOI CELLPHONE ACCESSORIES TRADING,9/13/2024,9/10/2024,9/10/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
892532011811266,Realme Buds in-ear Earphone,45.00,1,Personal use,Credit Card,ELOI CELLPHONE ACCESSORIES TRADING,9/13/2024,9/11/2024,9/11/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
892532011811266,Styleclub Nova Foldable Mini Hair Blower,75.00,1,Personal use,Credit Card,ELOI CELLPHONE ACCESSORIES TRADING,9/9/2024,9/12/2024,9/12/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
892497457511266,Vaseline lip care,151.04,1,Personal use,Credit Card,Uniliver Beauty,9/9/2024,9/9/2024,9/11/2024,LEX PH,Navotas City,Coins and voucher,Yes,N/A,N/A
889570883911266,Termites killer spray powder,102.60,1,House Maintenace,Credit Card,Leah Club,9/3/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
889570883911266,Temites killer spray,110.70,1,House Maintenace,Credit Card,Leah Club,9/3/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
895509719211266,1pc Large laudry mesh,40.90,1,House Maintenace,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,Laundry ball clother hair remover,11.00,1,House Maintenace,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,Eyebrow trimmer scissors,34.00,1,Personal use,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,BLIVO wall storage hook Blue,3.80,1,House Maintenace,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,BLIVO wall storage hook Yellow,3.80,1,House Maintenace,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,BLIVO wardrobe air freshening paper bag Liliy,5.50,1,Personal use,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,BLIVO wardrobe air freshening paper bag Ocean,5.50,1,Personal use,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,BLIVO wardrobe air freshening paper bag Jasmine,5.50,1,Personal use,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,BLIVO wardrove air freshening paper bag Rose,5.50,1,Personal use,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,BLIVO plug holdet wall-mounted,10.80,1,House Maintenace,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895509719211266,Safety soft transparent PVC Protector for table,38.00,10,Pasabuy,Paylater,BLIVO,9/2/2024,9/4/2024,9/5/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
895100388411266,Foliar Fertilizer 1 Gallon,339.73,1,Garden maintenace,Credit Card,PlanTinaNepo,9/1/2024,9/3/2024,9/4/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A, N/A
895072989911266,LUGG High pressure Water Spray Gun,"1,548.30",1,Car maintenace,Credit Card,LUGG,9/1/2024,9/1/2024,9/2/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A, N/A
892389585311266,6PCS Women comfortable seamless panty,159.00,1,Personal use,Credit Card,CH-EN SHOP,8/26/2024,8/26/2024,8/28/2024,J&T Express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
892387597511266,HOMECARE PH. Baby walker,554.68,1,Others,Credit Card,HOMECARE.PH,8/26/2024,8/26/2024,8/27/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
890629701211266,Links used to replenish missing goods,39.00,1,Car maintenace,Paylater,SAMSUNG ELECTRONICS PH,8/21/2024,8/22/2024,8/23/2024,J&T Express PH,"Magallanes, Cavite",No,No,Yes,Replacement for defective unit
883127491011266,Vermicast,110.00,1,Garden maintenace,Paylater,JC's Green Garden,8/19/2024,8/19/2024,8/20/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
883127491011266,Kangkong seeds,8.00,1,Garden maintenace,Paylater,JC's Green Garden,8/19/2024,8/19/2024,8/20/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
883127491011266,Bunching onions seeds,18.00,1,Garden maintenace,Paylater,JC's Green Garden,8/19/2024,8/19/2024,8/20/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
883127491011266,Rapid Lettuce seeds,19.00,1,Garden maintenace,Paylater,JC's Green Garden,8/19/2024,8/19/2024,8/20/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
883127491011266,Pechay seeds,8.00,1,Garden maintenace,Paylater,JC's Green Garden,8/19/2024,8/19/2024,8/20/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
888048993111266,Samsung 4 in 1 Powerful vacuum cleaner,958.92,1,Car maintenace,Credit Card,SAMSUNG ELECTRONICS PH,8/15/2024,8/16/2024,8/17/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
885382189911266,Stainless steel door lock,198.61,1,House Maintenace,Credit Card,New_House,8/10/2024,N/A,N/A,N/A,"Magallanes, Cavite",Voucher,Yes,N/A,N/A
878671259311266,Rebisco Assorted Falvors biscuits,352.80,1,Kitchen,Credit Card,LazMart,8/9/2024,08/10/2024,8/11/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
883151715111266,1ROLL- High quality black garbage bag,86.00,2,House Maintenace,Credit Card,JLJ Gen. Merchandise,8/6/2024,8/6/2024,8/7/2024,J&T Express PH,"Magallanes, Cavite",Coins,No,N/A,N/A
882772167611266,T&J Orbik 2 gang universe outlet with switches,909.40,6,House Maintenace,Credit Card,MACDESIGN HOME,8/5/2024,8/5/2024,8/6/2024,LEX PH,"Silang, Cavite",Coins and voucher,Yes,N/A,N/A
882787306911266,fs bag,127.20,1,Personal use,Credit Card,F&S Shopaholic,8/5/2024,8/5/2024,8/7/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
882787306111266,Curled parsley seeds,9.00,1,Garden maintenace,Credit Card,Green Thumb Greenery,8/5/2024,8/6/2024,8/8/2024,Ninja Van PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
882787306111266,Red Alugbati seeds,9.00,1,Garden maintenace,Credit Card,Green Thumb Greenery,8/5/2024,8/6/2024,8/8/2024,Ninja Van PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
882787306111266,Green Alugbati seeds,9.00,1,Garden maintenace,Credit Card,Green Thumb Greenery,8/5/2024,8/6/2024,8/8/2024,Ninja Van PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
882787306111266,Wansoy,9.00,1,Garden maintenace,Credit Card,Green Thumb Greenery,8/5/2024,8/6/2024,8/8/2024,Ninja Van PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
882787306111266,Kinchay seeds ,9.00,1,Garden maintenace,Credit Card,Green Thumb Greenery,8/5/2024,8/6/2024,8/8/2024,Ninja Van PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
882787306111266,Celery seeds,9.00,1,Garden maintenace,Credit Card,Green Thumb Greenery,8/5/2024,8/6/2024,8/8/2024,Ninja Van PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
882787306111266,Hydrophonics complete kit-4,899.00,1,Garden maintenace,Credit Card,Green Thumb Greenery,8/5/2024,8/6/2024,8/8/2024,Ninja Van PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
882787305911266,Bosch advantage wiper bladeq,579.00,1,Car maintenace,Credit Card,Grand Luxor,8/5/2024,8/6/2024,8/8/2024,Ninja Van PH,"Magallanes, Cavite",Voucher,No,N/A ,N/A
882012183311266,Tire wheel rims silver,47.00,1,Car maintenace,Credit Card,A5fpCja4,8/3/2024,8/4/2024,8/6/2024,J&T Express PH,"Magallanes, Cavite",N/A,No,N/A,N/A
882012183311266,Tire wheel rims mitsubushi silver,47.00,1,Car maintenace,Credit Card,A5fpCja5,8/3/2024,8/4/2024,8/6/2024,J&T Express PH,"Magallanes, Cavite",N/A,No,N/A,N/A
882012183011266,Shrimp chips crackers,55.00,1,Kitchen,Credit Card,jnj mktg,8/3/2024,N/A,N/A,N/A,"Magallanes, Cavite",N/A,Yes,Yes,Delivery time too long
882012183011266,Merienda time biscuits ,255.00,1,Kitchen,Credit Card,jnj mktg,8/3/2024,N/A,N/A,N/A,"Magallanes, Cavite",N/A,Yes,Yes,Delivery time too long
880259957111266,Colloar for cat Rose red,8.83,1,Pet Care,Credit Card,ZIAKA Pet Accessories,7/30/2024,7/31/2024,08/01/2024,J&T Express PH,"Magallanes, Cavite",Voucher,Yes,N/A,N/A
880259957111266,Stainless steel dog chain,17.00,1,Pet Care,Credit Card,ZIAKA Pet Accessories,7/30/2024,7/31/2024,08/01/2024,J&T Express PH,"Magallanes, Cavite",Voucher,Yes,N/A,N/A
880259957111266,Stainless Steek Dog Chain & Collars,153.60,3,Pet Care,Credit Card,ZiaKA Pet Accessories,7/30/2024,7/31/2024,08/01/2024,J&T Express PH,"Magallanes, Cavite",Voucher,Yes,N/A,N/A
880259956911266,2PCS Motorcycle Scooter Rear Mirror Adapters,53.19,1,Pasabuy,Credit Card,ReeK Auto Parts store,7/30/2024,7/30/2024,7/31/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
878106730611266,Infrared Super Energy King Massage,332.31,1,Personal use,Credit Card,JERICHAL SHOP,7/24/2024,7/26/2024,7/27/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
868799855111266,Lee Kum Kee Sesame oil,109.00,1,Kitchen,Credit Card,LazMart,7/17/2024,7/17/2024,7/18/2024,J&T Express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
868799855111266,Mega Prime whole mushroom,120.23,1,Kitchen,Credit Card,LazMart,7/17/2024,7/17/2024,7/18/2024,J&T Express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
868790464211266,EIDERFINCH 3 PCS Gardening shovel tool set,56.14,1,Garden maintenace,Credit Card,Gonzalez General Merchandise,7/17/2024,7/19/2024,7/20/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
868804034011266,Bavin Camera Lens Protector,79.00,1,Personal use,Paylater,BAVIN,7/17/2024,7/18/2024,7/20/2024,Flash express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
868804034011266,Tempered glass iphone 13,139.00,1,Personal use,Paylater,BAVIN,7/17/2024,7/18/2024,7/20/2024,Flash express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
868804033811266,Heat resistant Glass Teapot set,308.00,1,Kitchen,Paylater,phighty,7/17/2024,7/18/2024,7/20/2024,Ninja Van PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
868804033611266,2pcs Garden Pruning Shears set,39.20,1,Garden maintenace,Paylater,Beauty777,7/17/2024,7/18/2024,7/19/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
874317367811266,Korean glass noodles 300g,119.00,1,Kitchen,Paylater,Best K,7/16/2024,7/16/2024,7/17/2024,Flash express PH,"Magallanes, Cavite",N/A,No,N/A,N/A
874317367811266,Korean glass noodles 500g,149.00,1,Kitchen,Paylater,Best K,7/16/2024,7/16/2024,7/17/2024,Flash express PH,"Magallanes, Cavite",N/A,No,N/A,N/A
874041723111266,ebike side mirror with fashionable design,239.00,1,Pasabuy,Paylater,AOP Electronics Center,7/16/2024,07/15/2024,7/16/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
863791699111266,Electric piano keyboard,399.00,1,Others,Paylater,A.H home,7/7/2024,7/8/2024,7/10/2024,LEX PH,"Silang, Cavite",N/A,Yes,N/A,N/A
862072866311266,Adjustable finger splint brace,75.00,1,Personal use,Credit Card,ZECHEN SPorts Mall,7/4/2024,7/4/2024,7/5/2024,J&T Express PH,"Magallanes, Cavite",Coins,N/A,N/A,N/A
861224485511266,Mitsubishi Adventure back stay shock gas strut lift support,556.00,1,Car maintenace,Paylater,Zstart PH,7/2/2024,7/3/2024,7/5/2024,Flash express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
861127611611266,Niacinamine tawas soap,174.24,2,Others,Paylater,Trading beauty,7/2/2024,7/3/2024,7/4/2024,J&T Express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
867173528311266,GAA Massage gun,273.08,1,Personal use,Paylater,GAA Super Appliances,7/2/2024,N/A,N/A,N/A,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Cancelled
866930974511266,trapal waterproof 3ftx9ft,76.00,1,Car maintenace,Paylater,PELX,7/1/2024,7/3/2024,7/4/2024,J&T Express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
866930974511266,trapal waterproof 9ftx12ft,287.00,1,Car maintenace,Paylater,PELX,7/1/2024,7/3/2024,7/4/2024,J&T Express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
860805893511266,12v portable tire inflator,358.90,1,Car maintenace,Paylater,ECOPURE water technology,7/1/2024,7/2/2024,07/03/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes ,N/A,N/A
860822237911266,Seamless breatheable underwear panty red,29.00,1,Personal use,Paylater,TopSellMarket,7/1/2024,7/2/2024,7/3/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
860822237911266,Seamless breatheable underwear panty black,29.00,1,Personal use,Paylater,TopSellMarket,7/1/2024,7/2/2024,7/3/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
860822237911266,Seamless breathable underwear panty skin,29.00,1,Personal use,Paylater,TopSellMarket,7/1/2024,7/2/2024,7/3/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
859710379111266,Wanli 185 (8ply) tire,"3,650.32",2,Car maintenace,Paylater,All tires Ph,6/16/2024,6/20/2024,6/21/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
849665460711266,Lactobacillus acidophilus Probiotic,260.03,1,Personal use,Paylater,Vitality Official store,6/10/2024,6/10/2024,6/11/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
853957790611266,Kangkong seeds,7.74,1,Garden maintenace,Credit Card,JC's Green Garden,6/7/2024,6/8/2024,6/9/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
853957790611266,Tomato seeds,11.26,1,Garden maintenace,Credit Card,JC's Green Garden,6/7/2024,6/8/2024,6/9/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
853957790611266,Bunching onions seeds,17.42,1,Garden maintenace,Credit Card,JC's Green Garden,6/7/2024,6/8/2024,6/9/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
853957790611266,Hydrophinics nutrient solutions,157.78,1,Garden maintenace,Credit Card,JC's Green Garden,6/7/2024,6/8/2024,6/9/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
853957790211266,Tape waterproof aluminum foil 30cmx5m,264.60,1,House Maintenace,Credit Card,No.10 Homestore,6/7/2024,6/22/2024,6/22/2024,Ninja Van PH,"Magallanes, Cavite",Voucher,Yes,N/A,N/A
853957790211266,Tape waterproof aluminum foil 20cmx5m,349.92,1,House Maintenace,Credit Card,No.10 Homestore,6/7/2024,6/22/2024,6/22/2024,Ninja Van PH,"Magallanes, Cavite",Voucher,Yes,N/A,N/A
853957790011266,100 sheets of baking paper,78.00,1,Kitchen,Credit Card,Gosprit,6/7/2024,6/8/2024,N/A,N/A,"Magallanes, Cavite",N/A,Yes,Yes,Cancelled
853957789811266,Digital oil Paint,60.59,1,Others,Credit Card,DLC stationary store,6/7/2024,6/9/2024,6/10/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
853957789611266,Farber ware classic wood rolling pin,95.00,1,Kitchen,Credit Card,W&G,6/7/2024,6/8/2024,6/9/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
853957789411266,Tissue holder wall-mounted,44.45,1,House Maintenace,Credit Card,Superf ph,6/7/2024,6/9/2024,6/10/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
853957789211266,Mitsushi camoing burner gas,145.74,1,Kitchen,Credit Card,Mitsushi Certified,6/7/2024,006/07/2024,N/A,N/A,"Magallanes, Cavite",Cancelled,Yes ,Yes,Cancelled
853957789011266,Curved pruning saw high-altitude,140.80,1,House Maintenace,Credit Card,BrightnessTools,6/7/2024,6/7/2024,6/14/2024,Ninja Van PH,"Magallanes, Cavite",Voucher,Yes,N/A,N/A
853957788811266,Ipad keyboard with case with pencil holder,770.46,1,Others,Credit Card,goojodoqstore.ph,6/5/2024,6/7/2024,6/8/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
846084826711266,2pcs oval 8 support protection ,41.43,1,Personal use,Credit Card,Peti Studio,5/31/2024,N/A,6/10/2024,Flash express PH,"Magallanes, Cavite",Voucher,Yes,N/A,N/A
849842972011266,Rivers water marks remover,92.82,1,Car maintenace,Credit Card,Rivers,5/31/2024,6/1/2024,6/2/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
841925240911266,Car Plastic restorer plosh 50ml,174.59,1,Car maintenace,Credit Card,Global Merch Park,5/30/2024,6/3/2024,6/7/2024,N/A,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
841925240911266,Retractable back scratcher,51.96,1,Personal use,Credit Card,Global Merch Park,5/29/2024,5/31/2024,N/A,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Lost in transit
841925240911266,Tenosynovitis brace bandage stabiliser thumb,67.10,1,Others,Credit Card,Global Merch Park,5/28/2024,6/1/2024,6/4/2024,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
841925240911266,5m Nano tape double-sided adhesive tape,76.40,1,House Maintenace,Credit Card,Global Merch Park,5/28/2024,6/2/2024,N/A,Flash express PH,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Lost in transit
841925240911266,Car charger,115.34,1,Car maintenace,Credit Card,Global Joy,5/28/2024,N/A,N/A,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
848056933311266,Aquarium Top Filter 12/20watts,149.00,1,Pet Care,Credit Card,Fishing&Aquarium,5/21/2024,5/28/2024,5/29/2024,J&T Express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
838800484411266,HiPP Organic CS Infant Formula (800gx3),"5,985.00",1,Pasabuy,E-wallet,HiPP Organic,5/16/2024,5/21/2024,5/22/2024,J&T Express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
842491938011266,Lenovo V7 9.66 Inch dashcam,"2,068.00",1,Car maintenace,Paylater,APPO TECHNOLOGY,5/16/2024,5/16/2024,5/17/2024,J&T Express PH,"Magallanes, Cavite",Voucher,Yes,N/A,N/A
835947060911266,Women sexy lace push up bra navy,105.00,1,Personal use,Paylater,One Piece Fashin and Accessories,5/16/2024,5/17/2024,5/18/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
835947060911266,Women sexy lace push up bra Pink,123.00,1,Personal use,Paylater,One Piece Fashin and Accessories,5/16/2024,5/17/2024,5/18/2024,Flash express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
835933074911266,Breathable panty purple,32.50,1,Personal use,Paylater,Encounter August,5/16/2024,6/16/2024,5/17/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
835933074911266,Breathable panty Blue,32.50,1,Personal use,Paylater,Encounter August,5/16/2024,6/16/2024,5/17/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
835933074911266,Breathable panty red,32.50,1,Personal use,Paylater,Encounter August,5/16/2024,6/16/2024,5/17/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
835933074911266,Breathable panty gray green,32.34,1,Personal use,Paylater,Encounter August,5/16/2024,6/16/2024,5/17/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
835933074911266,Breathable panty apricot,32.50,1,Personal use,Paylater,Encounter August,5/16/2024,6/16/2024,5/17/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
835933074911266,Breathable panty Green,32.50,1,Personal use,Paylater,Encounter August,5/9/2024,6/16/2024,5/17/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
832396096011266,Car battery holder,130.34,1,Car maintenace,Paylater,Casco Automotive Aftermarket,5/6/2024,5/11/2024,5/12/2024,J&T Express PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
831041474411266,Universal Silicone Car Steering Wheel,69.28,1,Car maintenace,Paylater,Motus Motors,5/6/2024,5/7/2024,5/9/2024,LEX PH,"Tanza, Cavite",Coins,Yes,N/A,N/A
831041474411266,Car Coat paint pen,24.34,1,Car maintenace,Paylater,Motus Motors,5/6/2024,5/7/2024,5/9/2024,LEX PH,"Tanza, Cavite",Coins,Yes,N/A,N/A
831041474411266,Dashboard Car Phone holder,39.70,1,Car maintenace,Paylater,Motus Motors,5/6/2024,5/7/2024,5/9/2024,LEX PH,"Tanza, Cavite",Coins,Yes,N/A,N/A
831041474011266,Car air freshener Cool water refill,39.00,1,Car maintenace,Paylater,KNARFZ SHOP,5/6/2024,5/6/2024,5/8/2024,LEX PH,"Tanza, Cavite",Coins,Yes,N/A,N/A
831041474011266,Car air freshener Okada reifill,39.00,1,Car maintenace,Paylater,KNARFZ SHOP,5/6/2024,5/6/2024,5/8/2024,LEX PH,"Tanza, Cavite",Coins,Yes,N/A,N/A
831041474011266,Car air freshener Shanrila ,43.00,1,Car maintenace,Paylater,KNARFZ SHOP,5/4/2024,5/6/2024,5/8/2024,LEX PH,"Tanza, Cavite",Coins,Yes,N/A,N/A
825118046311266,Home native bamboo mats,629.10,1,House Maintenace,Credit Card,SUPER11 Home Life,4/25/2024,4/25/2024,4/27/2024,Ninja Van PH,"Magallanes, Cavite",Coins,Yes,N/A,N/A
821340435311266,XICCI Filp case for xiaomi redmi9T,150.39,1,Personal use,Credit Card,XICCI,4/17/2024,N/A,04/24/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
821340435111266,Nike Dri-Fit Tennis cap - black,910.50,1,Others,Paylater,Nike,4/17/2024,4/17/2024,4/18/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
818706624511266,Sewer dredging Electric drill spring pipe,279.00,1,House Maintenace,Paylater,Champs Mall,4/12/2024,4/13/2024,4/14/2024,J&T Express PH,"Magallanes, Cavite",N/A,Yes,N/A,N/A
